image_path,source_dataset,source_label,proposed_label,final_label,split,review_status,reviewer,review_notes,lesion_pattern_notes,quality_notes,duplicate_group_id,challenge_only,exclude_reason
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR26.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR260.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR261.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR262.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR263.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR264.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR265.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR266.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR267.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR268.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR269.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR27.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR270.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR271.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
/Volumes/My Passport/EyeScan App/Datasets/Augmented Dataset-Kaggle/Eye Disease Image Dataset/Original Dataset/Diabetic Retinopathy/DR272.jpg,Eye Disease Image Dataset,Diabetic Retinopathy,dr_pattern_dominant,,unset,unreviewed,,,,,,false,
